
 Cta.mayor               4000850000  EMRF CAPEX
 Sociedad                1167

-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|   Ejerc./mes|Lib.mayor |Material          |Cta.CP    |Texto cab.documento      |Referencia      |Doc.comp. |Nº doc.   |Pos|Asignación        |Texto                              |Div.|Fecha doc.|Fe.contab.|CT|       Importe en ML|       Importe en MD|ML   |Mon. |II|Usuario     |Elemento PEP            |Nombre de la cuenta                |Clave de referencia |         Cantidad| Año|
|   2018/10   |4000850000|                  |2302000000|                         |                |          |5000066315| 44|940210193800022   |10.65TUBERÍA PVC-P RDE 21  3"      |    |23.10.2018|23.10.2018|96|            559.224-|            559.224-|COP  |COP  |  |NH007264    |                        |INGEMEC ASOCIADOS LIMITADA         |50229355642018      |          18,000-|2018|
|   2018/10   |4000850000|                  |2302000000|                         |                |          |5000066315| 46|940210193800023   |10.66ACCESORIO PVC PRESIÓN 3"      |    |23.10.2018|23.10.2018|96|            263.079-|            263.079-|COP  |COP  |  |NH007264    |                        |INGEMEC ASOCIADOS LIMITADA         |50229355642018      |           9,000-|2018|
|   2018/10   |4000850000|                  |2302000000|                         |                |          |5000066315| 48|940210193800024   |10.70Excavación a mano             |    |23.10.2018|23.10.2018|96|            298.000-|            298.000-|COP  |COP  |  |NH007264    |                        |INGEMEC ASOCIADOS LIMITADA         |50229355642018      |           8,000-|2018|
|   2018/10   |4000850000|                  |2302000000|                         |                |          |5000066315| 50|940210193800025   |10.73Caja de Inspección Hmax=0,60  |    |23.10.2018|23.10.2018|96|            280.204-|            280.204-|COP  |COP  |  |NH007264    |                        |INGEMEC ASOCIADOS LIMITADA         |50229355642018      |           1,000-|2018|
|   2018/10   |4000850000|                  |2302000000|                         |                |          |5000066315| 52|940210193800026   |16,03Calculo y revision diseño de  |    |23.10.2018|23.10.2018|96|          3.628.500-|          3.628.500-|COP  |COP  |  |NH007264    |                        |INGEMEC ASOCIADOS LIMITADA         |50229355642018      |           1,000-|2018|
|   2018/10   |4000850000|                  |2302000000|                         |                |          |5000066315| 54|940210193800027   |Ad-2 CONCRETO 4000 PSI PARA PLACA  |    |23.10.2018|23.10.2018|96|          8.710.000-|          8.710.000-|COP  |COP  |  |NH007264    |                        |INGEMEC ASOCIADOS LIMITADA         |50229355642018      |          13,000-|2018|
|   2018/10   |4000850000|                  |2302000000|                         |                |          |5000066315| 56|940210193800028   |Ad-3 CORTE DE PLACA EN CONCRETO    |    |23.10.2018|23.10.2018|96|          1.753.050-|          1.753.050-|COP  |COP  |  |NH007264    |                        |INGEMEC ASOCIADOS LIMITADA         |50229355642018      |         377,000-|2018|
|   2018/10   |4000850000|                  |2302000000|                         |                |          |5000066315| 58|940210193800029   |Ad-5 SUMINISTRO E INSTALACIÓN DE A |    |23.10.2018|23.10.2018|96|             14.500-|             14.500-|COP  |COP  |  |NH007264    |                        |INGEMEC ASOCIADOS LIMITADA         |50229355642018      |           1,000-|2018|
|   2018/10   |4000850000|                  |2302000000|                         |                |          |5000066315| 60|940210193800030   |COLUMNA Y VIGA EN CONCRETO PARA MU |    |23.10.2018|23.10.2018|96|         53.527.854-|         53.527.854-|COP  |COP  |  |NH007264    |                        |INGEMEC ASOCIADOS LIMITADA         |50229355642018      |       1.086,000-|2018|
|   2018/10   |4000850000|                  |2303000000|                         |                |          |5000066343|  2|940210402300001   |licencias interconexión CDR's /dia |    |24.10.2018|24.10.2018|96|        763.871.838-|         248.020,00-|COP  |USD  |  |NH007264    |                        |INTEC BILLING INCORPORATED         |50229356552018      |           1,000-|2018|
|   2018/10   |4000850000|                  |2303000000|                         |                |          |5000066343|  4|940210402300002   |licencias Mediacion CDR's /dia 350 |    |24.10.2018|24.10.2018|96|        584.123.881-|         189.658,00-|COP  |USD  |  |NH007264    |                        |INTEC BILLING INCORPORATED         |50229356552018      |           1,000-|2018|
|   2018/10   |4000850000|                  |2303000000|                         |                |          |5000066343|  6|940210402300003   |Soporte licencias interconexión    |    |24.10.2018|24.10.2018|96|        114.580.776-|          37.203,00-|COP  |USD  |  |NH007264    |                        |INTEC BILLING INCORPORATED         |50229356552018      |           1,000-|2018|
|   2018/10   |4000850000|                  |2303000000|                         |                |          |5000066343|  8|940210402300004   |Soporte licencias Mediacion        |    |24.10.2018|24.10.2018|96|         87.618.582-|          28.448,70-|COP  |USD  |  |NH007264    |                        |INTEC BILLING INCORPORATED         |50229356552018      |           1,000-|2018|
|   2018/10   |4000850000|4000095438        |2310100000|                         |                |          |5000066503|  2|940204132300001   |Hardware - Capa Mediación Celta Se |    |24.10.2018|24.10.2018|96|         88.585.230-|         88.585.230-|COP  |COP  |  |NHX128444   |P-1167-18-0115-99520-045|RIO PACIFICO COLOMBIA SAS          |50229469772018      |           1,000-|2018|
|   2018/10   |4000850000|4000094770        |2310100000|                         |                |          |5000066509|  2|940201490400002   |ADD/TIR Front-End Servers          |    |24.10.2018|24.10.2018|96|        151.450.567-|          48.694,80-|COP  |USD  |  |NHX128444   |P-1167-18-0064-99136-072|GEMALTO COLOMBIA SA                |50229477562018      |           2,000-|2018|
|   2018/10   |4000850000|4000094772        |2310100000|                         |                |          |5000066509|  6|940201490400003   |DR Celta - Front-End Server Improv |    |24.10.2018|24.10.2018|96|         40.897.575-|          13.149,50-|COP  |USD  |  |NHX128444   |P-1167-18-0064-99136-072|GEMALTO COLOMBIA SA                |50229477562018      |           2,000-|2018|
|   2018/10   |4000850000|4000094773        |2310100000|                         |                |          |5000066509| 10|940201490400004   |DR Celta - Database Server Improve |    |24.10.2018|24.10.2018|96|         35.975.061-|          11.566,80-|COP  |USD  |  |NHX128444   |P-1167-18-0064-99136-072|GEMALTO COLOMBIA SA                |50229477562018      |           2,000-|2018|
|   2018/10   |4000850000|4000094771        |2310100000|                         |                |          |5000066509| 14|940201490400005   |ADD/TIR Database Servers           |    |24.10.2018|24.10.2018|96|        178.246.806-|          57.310,40-|COP  |USD  |  |NHX128444   |P-1167-18-0064-99136-072|GEMALTO COLOMBIA SA                |50229477562018      |           2,000-|2018|
|   2017/09   |4000850000|10106111054       |2310100000|                         |0180283592      |          |5000067159|  2|940136372100003   |TEL-DX-CP*7861-K9****************- |    |15.09.2017|15.09.2017|96|            368.420-|             126,78-|COP  |USD  |  |NHX105574   |P-1167-17-4002-02640-201|CISCO SYSTEMS INC                  |50186085032017      |           1,000-|2017|
|   2017/09   |4000850000|10106181204       |2310100000|                         |0180283592      |          |5000067160|  2|940136372100004   |TEL-DX-CP*8845-K9****************- |    |15.09.2017|15.09.2017|96|            525.372-|             180,79-|COP  |USD  |  |NHX105574   |P-1167-17-4002-02640-201|CISCO SYSTEMS INC                  |50186085042017      |           1,000-|2017|
|   2017/09   |4000850000|                  |2302000000|                         |                |          |5000067373| 14|940131409100007   |Implementacion Conversation Manage |    |14.09.2017|14.09.2017|96|         19.712.842-|           6.775,29-|COP  |USD  |  |NH008337    |                        |GENESYS TELECOMMUNICATIONS         |50186244802017      |           9,000-|2017|
|   2018/11   |4000850000|10102520895       |2310000000|                         |0180331686      |          |5000070555|  2|940211826400001   |BASTIDOR DISTR. GERAL ÓPT DGO MOD. |    |09.11.2018|09.11.2018|96|         62.613.769-|          19.906,52-|COP  |USD  |  |NHX105574   |                        |ANIXTER COLOMBIA SAS               |50230954112018      |          19,000-|2018|
|   2018/11   |4000850000|10102520896       |2310000000|                         |0180331686      |          |5000070556|  2|940211826400002   |SUBRACK DISTR GERAL ÓPT DGO MOD DG |    |09.11.2018|09.11.2018|96|         68.454.632-|          21.763,48-|COP  |USD  |  |NHX105574   |                        |ANIXTER COLOMBIA SAS               |50230954122018      |          38,000-|2018|
|   2018/11   |4000850000|10102520897       |2310000000|                         |0180331686      |          |5000070557|  2|940211826400003   |BASTIDOR DISTR. GERAL ÓPT DGO MOD. |    |09.11.2018|09.11.2018|96|         62.536.267-|          19.881,88-|COP  |USD  |  |NHX105574   |                        |ANIXTER COLOMBIA SAS               |50230954132018      |          19,000-|2018|
|   2018/11   |4000850000|10102520898       |2310000000|                         |0180331686      |          |5000070558|  2|940211826400004   |SUBRACK DISTR GERAL ÓPT DGO MOD DG |    |09.11.2018|09.11.2018|96|         34.227.316-|          10.881,74-|COP  |USD  |  |NHX105574   |                        |ANIXTER COLOMBIA SAS               |50230954142018      |          19,000-|2018|
|   2018/11   |4000850000|10102140000       |2310000000|                         |0180332297      |          |5000070965|  2|940183652100002   |TUBERIA PVC TIPO TDP 4"            |    |14.11.2018|14.11.2018|96|         43.015.701-|         43.015.701-|COP  |COP  |  |NHX103295   |                        |MEXICHEM COLOMBIA                  |50231619322018      |           6.382-|2018|
|   2018/11   |4000850000|10102140000       |2310000000|                         |0180332299      |          |5000070966|  2|940185599300001   |TUBERIA PVC TIPO TDP 4"            |    |14.11.2018|14.11.2018|96|         11.458.272-|         11.458.272-|COP  |COP  |  |NHX103295   |                        |MEXICHEM COLOMBIA                  |50231619642018      |           1.700-|2018|
|   2018/11   |4000850000|                  |2303000000|                         |                |          |5000072107|  2|480144368500003   |Pruebas e implementación           |    |20.11.2018|20.11.2018|96|         74.786.874-|          20.599,50-|COP  |EUR  |  |NH007264    |                        |TELEFONICA GLOBAL TECHNOLOGY SAU   |50232374002018      |           1,000-|2018|
|   2018/11   |4000850000|                  |2303000000|                         |                |          |5000072107|  4|480144368500013   |Fin soporte                        |    |20.11.2018|20.11.2018|96|         49.857.916-|          13.733,00-|COP  |EUR  |  |NH007264    |                        |TELEFONICA GLOBAL TECHNOLOGY SAU   |50232374002018      |           1,000-|2018|
|   2018/11   |4000850000|10106181542       |2310100000|                         |0180333196      |          |5000072540|  2|940204311900015   |TEL-DX-CS*KIT*-K9****************- |    |21.11.2018|21.11.2018|96|         29.063.644-|           9.112,26-|COP  |USD  |  |NHX105574   |P-1167-18-4002-02845-201|CISCO SYSTEMS INC                  |50232435892018      |           2,000-|2018|
|   2018/11   |4000850000|10106181542       |2310100000|                         |0180333196      |          |5000072540|  6|940204311900016   |TEL-DX-CS*KIT*-K9****************- |    |21.11.2018|21.11.2018|96|         41.927.672-|          13.145,49-|COP  |USD  |  |NHX105574   |P-1167-18-4002-02845-201|CISCO SYSTEMS INC                  |50232435892018      |           3,000-|2018|
|   2018/11   |4000850000|10106181542       |2310100000|                         |0180333196      |          |5000072540| 10|940204311900017   |TEL-DX-CS*KIT*-K9****************- |    |21.11.2018|21.11.2018|96|         13.975.891-|           4.381,83-|COP  |USD  |  |NHX105574   |P-1167-18-4002-02845-201|CISCO SYSTEMS INC                  |50232435892018      |           1,000-|2018|
|   2018/11   |4000850000|10106181542       |2310100000|                         |0180333196      |          |5000072540| 14|940204311900018   |TEL-DX-CS*KIT*-K9****************- |    |21.11.2018|21.11.2018|96|         29.063.644-|           9.112,26-|COP  |USD  |  |NHX105574   |P-1167-18-4002-02845-201|CISCO SYSTEMS INC                  |50232435892018      |           2,000-|2018|
|   2018/11   |4000850000|10106120218       |2310100000|                         |0180333224      |          |5000072678|  2|940189427900008   |SWT-DX-N5K****-C5672UP***********- |    |21.11.2018|21.11.2018|96|        106.262.752-|          34.356,94-|COP  |USD  |  |NHX105574   |P-1167-18-4002-02836-201|CISCO SYSTEMS INC                  |50232450512018      |           2,000-|2018|
|   2018/11   |4000850000|10106120218       |2310100000|                         |0180333224      |          |5000072678|  7|940189427900009   |SWT-DX-N5K****-C5672UP***********- |    |21.11.2018|21.11.2018|96|         53.131.345-|          17.178,46-|COP  |USD  |  |NHX105574   |P-1167-18-4002-02836-201|CISCO SYSTEMS INC                  |50232450512018      |           1,000-|2018|
|   2018/11   |4000850000|                  |2302000000|                         |                |          |5000072806|  4|940179341600003   |Evolutivos AGENDADOR               |    |21.11.2018|21.11.2018|96|            817.277-|            817.277-|COP  |COP  |  |NH007264    |                        |INDRA COLOMBIA LTDA                |50232468632018      |           1,200-|2018|
|   2018/11   |4000850000|                  |2302000000|                         |                |          |5000072806|  6|940179341600005   |Ser. Especializados AGENDADOR      |    |21.11.2018|21.11.2018|96|         11.067.290-|         11.067.290-|COP  |COP  |  |NH007264    |                        |INDRA COLOMBIA LTDA                |50232468632018      |          16,250-|2018|
|   2018/11   |4000850000|                  |2302000000|                         |                |          |5000072806| 10|940179341600007   |Ser. APOYO EOC                     |    |21.11.2018|21.11.2018|96|         13.621.280-|         13.621.280-|COP  |COP  |  |NH007264    |                        |INDRA COLOMBIA LTDA                |50232468632018      |          20,000-|2018|
|   2018/11   |4000850000|                  |2302000000|                         |                |          |5000072806| 12|940179341600008   |Ser. Especializados EOC            |    |21.11.2018|21.11.2018|96|         13.621.280-|         13.621.280-|COP  |COP  |  |NH007264    |                        |INDRA COLOMBIA LTDA                |50232468632018      |          20,000-|2018|
|   2018/11   |4000850000|                  |2302000000|                         |                |          |5000072806| 16|940179341600011   |Ser. APOYO TOA                     |    |21.11.2018|21.11.2018|96|          7.491.704-|          7.491.704-|COP  |COP  |  |NH007264    |                        |INDRA COLOMBIA LTDA                |50232468632018      |          11,000-|2018|
|   2018/11   |4000850000|                  |2303000000|4330299                  |4330299         |          |5000072854|  2|940215526000001   |Suministro de sistema de presión c |    |21.11.2018|21.11.2018|96|         26.789.578-|         26.789.578-|COP  |COP  |  |NH007765    |                        |IGNACIO GOMEZ IHM SAS              |50232480102018      |           1,000-|2018|
|   2018/11   |4000850000|4000095110        |2310100000|                         |                |          |5000072926|  2|940209122400002   |DRA  - Tarjetas UPBA               |    |21.11.2018|21.11.2018|96|              1.748-|               0,48-|COP  |EUR  |  |NHX128444   |P-1167-18-0115-99114-027|HUAWEI TECHNOLOGIES COLOMBIA SAS   |50232524762018      |           4,000-|2018|
|   2018/11   |4000850000|4000095111        |2310100000|                         |                |          |5000072926|  6|940209122400003   |DRA  - Tarjetas USIA               |    |21.11.2018|21.11.2018|96|              1.748-|               0,48-|COP  |EUR  |  |NHX128444   |P-1167-18-0115-99114-027|HUAWEI TECHNOLOGIES COLOMBIA SAS   |50232524762018      |           4,000-|2018|
|   2018/11   |4000850000|                  |2302000000|                         |                |          |5000073179|  2|940215558000001   |4.6Concreto 3000 psi               |    |21.11.2018|21.11.2018|96|         43.955.291-|         43.955.291-|COP  |COP  |  |NH007264    |                        |INGEMEC ASOCIADOS LIMITADA         |50232550012018      |          99,853-|2018|
|   2018/11   |4000850000|                  |2302000000|                         |                |          |5000073179|  4|940215558000002   |6.1Muros en bloque de arcilla huec |    |21.11.2018|21.11.2018|96|          1.621.254-|          1.621.254-|COP  |COP  |  |NH007264    |                        |INGEMEC ASOCIADOS LIMITADA         |50232550012018      |          58,756-|2018|
|   2018/11   |4000850000|                  |2302000000|                         |                |          |5000073179|  6|940215558000003   |6.4Pañete, estuco y pintura de mur |    |21.11.2018|21.11.2018|96|            204.657-|            204.657-|COP  |COP  |  |NH007264    |                        |INGEMEC ASOCIADOS LIMITADA         |50232550012018      |           8,764-|2018|
|   2018/11   |4000850000|                  |2302000000|                         |                |          |5000073179|  8|940215558000004   |Ad-3 CORTE DE PLACA EN CONCRETO    |    |21.11.2018|21.11.2018|96|          1.542.033-|          1.542.033-|COP  |COP  |  |NH007264    |                        |INGEMEC ASOCIADOS LIMITADA         |50232550012018      |         331,620-|2018|
|   2018/11   |4000850000|                  |2302000000|                         |                |          |5000073179| 10|940215558000005   |COLUMNA Y VIGA EN CONCRETO PARA MU |    |21.11.2018|21.11.2018|96|          9.509.820-|          9.509.820-|COP  |COP  |  |NH007264    |                        |INGEMEC ASOCIADOS LIMITADA         |50232550012018      |         192,940-|2018|
|   2018/11   |4000850000|                  |2302000000|                         |                |          |5000073179| 12|940215558000006   |DOVELA PARA MANPOSTERÍA ESTRUCTURAL|    |21.11.2018|21.11.2018|96|         11.586.781-|         11.586.781-|COP  |COP  |  |NH007264    |                        |INGEMEC ASOCIADOS LIMITADA         |50232550012018      |         606,130-|2018|
|   2018/11   |4000850000|                  |2302000000|                         |                |          |5000073179| 14|940215558000007   |AFINADO PISO CON HELICOPTERO       |    |21.11.2018|21.11.2018|96|         38.545.214-|         38.545.214-|COP  |COP  |  |NH007264    |                        |INGEMEC ASOCIADOS LIMITADA         |50232550012018      |       1.251,468-|2018|
|   2018/11   |4000850000|                  |2302000000|                         |                |          |5000073179| 16|940215558000008   |MAMPOSTERIA EN LADRILLO DE ARCILLA |    |21.11.2018|21.11.2018|96|         44.995.967-|         44.995.967-|COP  |COP  |  |NH007264    |                        |INGEMEC ASOCIADOS LIMITADA         |50232550012018      |         710,130-|2018|
|   2018/11   |4000850000|                  |2302000000|                         |                |          |5000073179| 18|940215558000009   |A-4.6Concreto 3000 psi             |    |21.11.2018|21.11.2018|96|          3.516.423-|          3.516.423-|COP  |COP  |  |NH007264    |                        |INGEMEC ASOCIADOS LIMITADA         |50232550012018      |          99,853-|2018|
|   2018/11   |4000850000|                  |2302000000|                         |                |          |5000073179| 20|940215558000010   |A-6.1Muros en bloque de arcilla hu |    |21.11.2018|21.11.2018|96|            129.674-|            129.674-|COP  |COP  |  |NH007264    |                        |INGEMEC ASOCIADOS LIMITADA         |50232550012018      |          58,756-|2018|
|   2018/11   |4000850000|                  |2302000000|                         |                |          |5000073179| 22|940215558000011   |A-6.4Pañete, estuco y pintura de m |    |21.11.2018|21.11.2018|96|             16.371-|             16.371-|COP  |COP  |  |NH007264    |                        |INGEMEC ASOCIADOS LIMITADA         |50232550012018      |           8,764-|2018|
|   2018/11   |4000850000|                  |2302000000|                         |                |          |5000073179| 24|940215558000012   |A - Ad-3 CORTE DE PLACA EN CONCRETO|    |21.11.2018|21.11.2018|96|            123.363-|            123.363-|COP  |COP  |  |NH007264    |                        |INGEMEC ASOCIADOS LIMITADA         |50232550012018      |         331,620-|2018|
|   2018/11   |4000850000|                  |2302000000|                         |                |          |5000073179| 26|940215558000013   |A-COLUMNA Y VIGA EN CONCRETO PARA  |    |21.11.2018|21.11.2018|96|            760.762-|            760.762-|COP  |COP  |  |NH007264    |                        |INGEMEC ASOCIADOS LIMITADA         |50232550012018      |         192,940-|2018|
|   2018/11   |4000850000|                  |2302000000|                         |                |          |5000073179| 28|940215558000014   |A-DOVELA PARA MANPOSTERÍA ESTRUCTU |    |21.11.2018|21.11.2018|96|            926.773-|            926.773-|COP  |COP  |  |NH007264    |                        |INGEMEC ASOCIADOS LIMITADA         |50232550012018      |         606,130-|2018|
|   2018/11   |4000850000|                  |2302000000|                         |                |          |5000073179| 30|940215558000015   |A-AFINADO PISO CON HELICOPTERO     |    |21.11.2018|21.11.2018|96|          3.083.617-|          3.083.617-|COP  |COP  |  |NH007264    |                        |INGEMEC ASOCIADOS LIMITADA         |50232550012018      |       1.251,468-|2018|
|   2018/11   |4000850000|                  |2302000000|                         |                |          |5000073179| 32|940215558000016   |A-MAMPOSTERIA EN LADRILLO DE ARCIL |    |21.11.2018|21.11.2018|96|          3.599.649-|          3.599.649-|COP  |COP  |  |NH007264    |                        |INGEMEC ASOCIADOS LIMITADA         |50232550012018      |         710,130-|2018|
|   2018/11   |4000850000|                  |2302000000|                         |                |          |5000073179| 34|940215558000017   |I-4.6Concreto 3000 psi             |    |21.11.2018|21.11.2018|96|          2.197.765-|          2.197.765-|COP  |COP  |  |NH007264    |                        |INGEMEC ASOCIADOS LIMITADA         |50232550012018      |          99,853-|2018|
|   2018/11   |4000850000|                  |2302000000|                         |                |          |5000073179| 36|940215558000018   |I-6.1Muros en bloque de arcilla hu |    |21.11.2018|21.11.2018|96|             81.083-|             81.083-|COP  |COP  |  |NH007264    |                        |INGEMEC ASOCIADOS LIMITADA         |50232550012018      |          58,756-|2018|
|   2018/11   |4000850000|                  |2302000000|                         |                |          |5000073179| 38|940215558000019   |I-6.4Pañete, estuco y pintura de m |    |21.11.2018|21.11.2018|96|             10.236-|             10.236-|COP  |COP  |  |NH007264    |                        |INGEMEC ASOCIADOS LIMITADA         |50232550012018      |           8,764-|2018|
|   2018/11   |4000850000|                  |2302000000|                         |                |          |5000073179| 40|940215558000020   |I - Ad-3 CORTE DE PLACA EN CONCRETO|    |21.11.2018|21.11.2018|96|             77.267-|             77.267-|COP  |COP  |  |NH007264    |                        |INGEMEC ASOCIADOS LIMITADA         |50232550012018      |         331,620-|2018|
|   2018/11   |4000850000|                  |2302000000|                         |                |          |5000073179| 42|940215558000021   |I-COLUMNA Y VIGA EN CONCRETO PARA  |    |21.11.2018|21.11.2018|96|            475.404-|            475.404-|COP  |COP  |  |NH007264    |                        |INGEMEC ASOCIADOS LIMITADA         |50232550012018      |         192,940-|2018|
|   2018/11   |4000850000|                  |2302000000|                         |                |          |5000073179| 44|940215558000022   |I-DOVELA PARA MANPOSTERÍA ESTRUCTU |    |21.11.2018|21.11.2018|96|            579.460-|            579.460-|COP  |COP  |  |NH007264    |                        |INGEMEC ASOCIADOS LIMITADA         |50232550012018      |         606,130-|2018|
|   2018/11   |4000850000|                  |2302000000|                         |                |          |5000073179| 46|940215558000023   |I-AFINADO PISO CON HELICOPTERO     |    |21.11.2018|21.11.2018|96|          1.927.261-|          1.927.261-|COP  |COP  |  |NH007264    |                        |INGEMEC ASOCIADOS LIMITADA         |50232550012018      |       1.251,468-|2018|
|   2018/11   |4000850000|                  |2302000000|                         |                |          |5000073179| 48|940215558000024   |I-MAMPOSTERIA EN LADRILLO DE ARCIL |    |21.11.2018|21.11.2018|96|          2.249.692-|          2.249.692-|COP  |COP  |  |NH007264    |                        |INGEMEC ASOCIADOS LIMITADA         |50232550012018      |         710,130-|2018|
|   2018/11   |4000850000|                  |2302000000|                         |                |          |5000073213|  2|940205709300001   |Jornadas de desarrollo para nuevas |    |21.11.2018|21.11.2018|96|         59.530.126-|          18.664,35-|COP  |USD  |  |NH007264    |                        |GENESYS TELECOMMUNICATIONS         |50232552982018      |          47,333-|2018|
|   2018/11   |4000850000|                  |2302000000|                         |                |          |5000073347|  2|940204393400001   |Jornadas de Desarrollo - Plataform |    |21.11.2018|21.11.2018|96|        137.444.917-|          43.092,80-|COP  |USD  |  |NH007264    |                        |ERICSSON DE COLOMBIA SA            |50232567592018      |         162,003-|2018|
|   2018/11   |4000850000|10102520839       |2310000000|                         |0180333975      |          |5000073641|  2|940210470000003   |HERRAJES DE SUSPENSION HASTA 100 M |    |26.11.2018|27.11.2018|96|          6.728.215-|           2.076,19-|COP  |USD  |  |NHX93146    |                        |TOTAL ONE SAS                      |50233053342018      |         239,000-|2018|
|   2017/10   |4000850000|                  |2302000000|                         |                |          |5000073771|  2|940145866300001   |BUCLE                              |    |13.10.2017|13.10.2017|96|            379.170-|            379.170-|COP  |COP  |  |NH011723    |                        |EMPRESA DE SERVICIOS Y TELECOMUNICA|50188813002017      |           1,000-|2017|
|   2017/10   |4000850000|                  |2302000000|                         |                |          |5000073771|  4|940145866300002   |BUCLE                              |    |13.10.2017|13.10.2017|96|            669.866-|            669.866-|COP  |COP  |  |NH011723    |                        |EMPRESA DE SERVICIOS Y TELECOMUNICA|50188813002017      |           1,000-|2017|
|   2017/10   |4000850000|                  |2302000000|                         |                |          |5000073771|  6|940145866300003   |BUCLE                              |    |13.10.2017|13.10.2017|96|            379.170-|            379.170-|COP  |COP  |  |NH011723    |                        |EMPRESA DE SERVICIOS Y TELECOMUNICA|50188813002017      |           1,000-|2017|
|   2017/10   |4000850000|                  |2302000000|                         |                |          |5000073771|  8|940145866300004   |BUCLE                              |    |13.10.2017|13.10.2017|96|          1.200.704-|          1.200.704-|COP  |COP  |  |NH011723    |                        |EMPRESA DE SERVICIOS Y TELECOMUNICA|50188813002017      |           1,000-|2017|
|   2017/10   |4000850000|                  |2302000000|                         |                |          |5000074639|  6|940131409100007   |Implementacion Conversation Manage |    |19.10.2017|19.10.2017|96|         37.569.902-|          12.797,77-|COP  |USD  |  |NH008337    |                        |GENESYS TELECOMMUNICATIONS         |50189645212017      |          17,000-|2017|
|   2017/10   |4000850000|                  |2302000000|                         |                |          |5000075226|  2|940122081500004   |CON-PSP-ME34EG1                    |    |23.10.2017|23.10.2017|96|          6.186.133-|           2.106,52-|COP  |USD  |  |NH007541    |                        |CISCO SYSTEMS INC                  |50189872102017      |           2,000-|2017|
|   2018/12   |4000850000|10102580083       |2310000000|                         |0180335061      |          |5000077056|  2|940210463800001   |ODF with capacity for 12 fibers(RE |    |01.12.2018|01.12.2018|96|            204.972-|              63,36-|COP  |USD  |  |NHX105574   |                        |DISICO SA                          |50233557582018      |           1,000-|2018|
|   2018/12   |4000850000|4000095848        |2310100000|                         |                |          |5000077140|  2|940214802700001   |HARDWARE SWITCH 10                 |    |03.12.2018|03.12.2018|96|          6.918.851-|           2.138,57-|COP  |USD  |  |NHX128444   |P-1167-18-0115-99520-045|RIO PACIFICO COLOMBIA SAS          |50233775392018      |           2,000-|2018|
|   2018/12   |4000850000|4000095849        |2310100000|                         |                |          |5000077140|  6|940214802700002   |HARDWARE SWITCH 1                  |    |03.12.2018|03.12.2018|96|          1.729.705-|             534,64-|COP  |USD  |  |NHX128444   |P-1167-18-0115-99520-045|RIO PACIFICO COLOMBIA SAS          |50233775392018      |           2,000-|2018|
|   2018/12   |4000850000|                  |2302000000|                         |                |          |5000078076|  2|940219867900001   |Evolutivos SIGRES UNIF.            |    |11.12.2018|11.12.2018|96|        651.267.450-|        651.267.450-|COP  |COP  |  |NH007264    |                        |INDRA COLOMBIA LTDA                |50234785892018      |         956,250-|2018|
|   2018/12   |4000850000|                  |2302000000|                         |                |          |5000078080|  8|940196109800023   |Inventory Data Export (XML) for TL |    |11.12.2018|11.12.2018|96|        107.743.579-|        107.743.579-|COP  |COP  |  |NH007264    |                        |SIAE MICROELETTRONICA LTDA         |50234797002018      |           1,000-|2018|
|   2018/12   |4000850000|                  |2302000000|                         |                |          |5000078097|  2|940213533800001   |SERVICIO CERTIF. REGUL. SIST. GEOL |    |11.12.2018|11.12.2018|96|        135.501.220-|          42.662,50-|COP  |USD  |  |NH007264    |                        |TELEFONICA INGENIERIA DE SEGURIDAD |50234871312018      |           2,500-|2018|
|   2018/12   |4000850000|                  |2302000000|                         |                |          |5000078294|  2|940219869200001   |PMUT CAPEX                         |    |12.12.2018|12.12.2018|96|         33.242.550-|         33.242.550-|COP  |COP  |  |NH007264    |                        |INDRA COLOMBIA LTDA                |50235110582018      |          73,000-|2018|
|   2018/12   |4000850000|                  |2303000000|                         |                |          |5000078425|  2|940214593400001   |Tableau Desktop Professional       |    |12.12.2018|12.12.2018|96|         31.847.000-|          10.000,00-|COP  |USD  |  |NH007264    |                        |EVOLUTION TECHNOLOGIES GROUP SAS   |50235234112018      |           5,000-|2018|
|   2018/12   |4000850000|10106110905       |2310100000|                         |0180336881      |          |5000078479|  2|940199665900003   |Bundle ISR4431/K9                  |    |13.12.2018|13.12.2018|96|         37.398.448-|          11.800,00-|COP  |USD  |  |NHX103295   |P-1167-18-4002-03154-201|CISCO SYSTEMS INC                  |50235270732018      |           2,000-|2018|
|   2015/03   |4000850000|                  |2302000000|                         |                |          |5000078533|  2|940039917800001   |MO ALTAS CORPORATIVAS              |    |26.03.2015|26.03.2015|96|          1.559.758-|          1.559.758-|COP  |COP  |  |NH009610    |                        |FSCR INGENIERIA SAS                |50084146542015      |           1,000-|2015|
|   2015/03   |4000850000|                  |2302000000|                         |                |          |5000078533|  4|940039917800002   |MO ALTAS CORPORATIVAS              |    |26.03.2015|26.03.2015|96|          1.262.976-|          1.262.976-|COP  |COP  |  |NH009610    |                        |FSCR INGENIERIA SAS                |50084146542015      |           1,000-|2015|
|   2015/03   |4000850000|                  |2302000000|                         |                |          |5000078533|  8|940039917800004   |MO ALTAS CORPORATIVAS              |    |26.03.2015|26.03.2015|96|          4.797.989-|          4.797.989-|COP  |COP  |  |NH009610    |                        |FSCR INGENIERIA SAS                |50084146542015      |           1,000-|2015|
